Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a julio 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,4,No,0,Terciario,Completado,Analista de Sistemas,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services",".NET, NodeJS, PS1",,,,,"Sí, pasiva",2500,Neto,Full-Time,42000,Neto,4,3,De uno a tres sueldos,performance ind y compañia,Más de dos,15,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Universitario,En curso,Lic. Análisis de sistemas/ ing. En informatica,"Sí, los pagó un empleador",Developer,,"HTML, Java",,,,,"Sí, pasiva",0,Bruto,Full-Time,30400,Neto,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,25,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Snacks, golosinas, bebidas"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,Universitario,Completado,Ingenieria en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Auditoria Interna de Sistemas,,,,,,,,,,Full-Time,37000,Neto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,30,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1,Sí,4,Posgrado,Completado,Licenciado en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Responsable web,,,,,,,,,,Full-Time,69000,Bruto,3,3,Un sueldo,Mix de las anteriores,Dos,20,10001+,Sí,Desafíos profesionales,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,No,0,Terciario,En curso,Tec. en Analisis de Sistemas,"Sí, de forma particular",BI,,,,,,,,,,Full-Time,15000,Bruto,2,4,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Horarios flexibles, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,3,No,0,Universitario,Incompleto,Lic en ciencias de la computación ,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"HTML, Java, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,22000,Neto,2,1,No,No recibo bono,Dos,25,11-50,No,No cambié de empresa,Horarios flexibles
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,9,Menos de un año,No,0,Universitario,Incompleto,Ciencias de la computación ,"Sí, de forma particular",PM,,,,,,,,,,Full-Time,47000,Neto,3,3,De uno a tres sueldos,Performance de la compañía,Dos,30,201-500,Sí,Desafíos profesionales,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,2,2,No,0,Universitario,En curso,Ingenieria en Sistemas,"Sí, de forma particular",Developer,,".NET, C#, HTML, Javascript, jQuery, PHP, Pl-SQL",,,,,No,0,Porcentaje de mi sueldo,Full-Time,31050,Bruto,3,3,No,No recibo bono,Dos,21,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Masajes, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,No,0,Universitario,En curso,Ingeniería en Sistemas ,No,HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,10500,Neto,4,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Clases de idiomas, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,2,2,No,0,Universitario,En curso,Ingeniería informática,No,Developer,,"Java, Javascript, NodeJS, Python, Scala",,,,,No,0,Porcentaje de mi sueldo,Part-Time,16400,Neto,3,2,Un sueldo,Performance grupal,Dos,20,501-1000,No,No cambié de empresa,"Horarios flexibles, Laptop, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,1,No,0,Universitario,Incompleto,Lic. Sistemas,No,QA / Tester,,,NodeJS,Automation,"Selenium, tooling propio",,,,,Full-Time,53500,Bruto,3,3,De uno a tres sueldos,Performance individual,Dos,24,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,3,No,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Docker / Containers",Java,,,,,"Sí, pasiva",2000,Porcentaje de mi sueldo,Full-Time,40000,Bruto,3,2,3+ sueldos,lo que se le canta a mi jefe,No,0,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,1,No,0,Universitario,En curso,Ciencias de la computacion,No,SysAdmin / DevOps,"Linux, Windows, Docker / Containers","Perl, Python",,,,,No,0,Neto,Full-Time,20000,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,1,No,0,Universitario,Completado,Licenciatura en Sistemas,No,Developer,,"CSS, Java, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,22000,Neto,3,3,No,No recibo bono,Uno,29,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,6,No,0,Terciario,Incompleto,Tecnico Superior en Informatica,"Sí, los pagó un empleador","DBA, SysAdmin / DevOps, Storage / Backup, HelpDesk, Developer",,,,,,,,,,Full-Time,21000,Neto,3,4,No,Performance de la compañía,Dos,10,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,5,No,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows","HTML, PHP, Python, bash",,,,,No,0,Porcentaje de mi sueldo,Full-Time,37000,Neto,3,2,Un sueldo,Mix de las anteriores,Uno,4,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Universitario,Completado,Ingenieria Electrónica,"Sí, de forma particular",Consultor linux,,,,,,,,,,Full-Time,36000,Bruto,3,2,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,4,No,0,Universitario,Completado,,"Sí, de forma particular",Developer,,Otro,,,,,No,0,Porcentaje de mi sueldo,Full-Time,25465,Neto,2,2,No,No recibo bono,Dos,20,201-500,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,2,Sí,6,Universitario,Incompleto,Ingenieria en Informatica,No,Líder Tecnico,,,,,,,,,,Full-Time,40000,Bruto,3,2,Menos de un sueldo,Mix de las anteriores,Uno,11,5001-10000,No,No cambié de empresa,"Clases de idiomas, Snacks, golosinas, bebidas"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,5,2,No,0,Universitario,Incompleto,Analista de Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure, Power Shell",Power Shell,,,,,"Sí, pasiva",3000,Porcentaje de mi sueldo,Full-Time,27000,Bruto,4,3,Menos de un sueldo,Performance individual,Dos,25,2001-5000,No,Mejores beneficios,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, WFH (Trabajar desde casa)"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,2,No,0,Universitario,Completado,Lic. en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Docker / Containers, OpenStack","C, C++, Java, Javascript, NodeJS, Perl, Python, R, Ruby",,,,,No,0,Neto,Part-Time,26000,Neto,3,3,No,No recibo bono,Dos,28,2001-5000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Terciario,Completado,Tecnico Superior en Programación,No,SysAdmin / DevOps,"Linux, Amazon Web Services","Go, HTML, Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,Full-Time,35000,Bruto,3,4,De uno a tres sueldos,Performance de la compañía,Dos,40,2001-5000,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,5,Universitario,Completado,Ing informático,"Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,80000,Bruto,3,3,Un sueldo,Performance individual,Uno,0,51-100,Sí,Salario,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,2,2,No,0,Secundario,Completado,Perito Mercantil,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Bruto,Full-Time,21000,Neto,3,2,No,No recibo bono,Dos,20,1-10,No,No cambié de empresa,Viáticos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,2,No,0,Universitario,Incompleto,Ingenieria en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",CDO,,,,,,,,,,Full-Time,39500,Neto,3,3,Un sueldo,Performance individual,Dos,30,11-50,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,2,2,No,0,Secundario,Completado,Bachillerato,No,SysAdmin / DevOps,Windows,CSS,,,,,No,0,Neto,Full-Time,12250,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Ninguna de las anteriores"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Universitario,En curso,Tecnicatura en Programacion de Sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,27000,Bruto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Universitario,Incompleto,Ingeniería en informática,No,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers",Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,55000,Bruto,2,2,No,No recibo bono,Uno,22,10001+,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,3,No,0,Universitario,Incompleto,,No,QA / Tester,,,Desconozco,Funcional,Ninguna,,,,,Full-Time,27200,Neto,3,3,Menos de un sueldo,Performance grupal,Dos,27,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,3,No,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Docker / Containers, VMWare",".NET, ActionScript, C++, HTML, NodeJS",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,31000,Bruto,2,2,No,No recibo bono,Uno,20,501-1000,No,No cambié de empresa,Guardería
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Universitario,Incompleto,Sistemas,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, activa",200,Neto,Full-Time,16000,Neto,1,1,Un sueldo,legislation ,Dos,6,1-10,No,Desafíos profesionales,Horarios flexibles
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Universitario,Completado,Ingeniero en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Seguridad informática administración de firewalls,,,,,,,,,,Full-Time,35400,Neto,4,4,No,No recibo bono,Dos,32,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Terciario,Completado,CCNA,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,36000,Neto,4,3,Menos de un sueldo,Performance de la compañía,No,0,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Guardería, Horarios flexibles, Laptop"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,Menos de un año,No,0,Universitario,En curso,Ingenieria en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Neto,3,4,Un sueldo,No recibo bono,Uno,15,1-10,Sí,Salario,"Bonos por desempeño, Laptop, Viáticos"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,3,No,0,Universitario,Incompleto,Lic en Informatica,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers","Go, Python, Ruby",,,,,No,0,Bruto,Full-Time,27700,Neto,2,2,No,No recibo bono,Dos,21,101-200,No,No cambié de empresa,"Aumento por inflación, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,Universitario,Incompleto,Ingeneria en Informatica,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Solaris, VMWare, Xen ","C, C++, CSS, HTML, Java, jQuery, Perl, PHP, Python",,,,,No,0,Bruto,Freelance,50000,Bruto,4,3,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, VMWare","HTML, PHP, Python",,,,,"Sí, pasiva",0,Bruto,Tercerizado (trabajo a través de consultora o agencia),33500,Neto,3,2,No,No recibo bono,Uno,20,10001+,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,4,No,0,Universitario,En curso,Ingenieria en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Docker / Containers, VMWare","PHP, Python",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,31000,Neto,4,3,Menos de un sueldo,Mix de las anteriores,Uno,25,11-50,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,4,Universitario,En curso,Lic en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Azure, Docker / Containers, OpenStack, VMWare",C#,,,,,"Sí, activa",4000,Neto,Full-Time,43000,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Más de dos,21,1-10,Sí,Mayor comodidad,"Aumento por inflación, Bonos por desempeño, Horarios flexibles, Laptop, Viáticos, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,6,No,0,Universitario,Completado,Licenciatura en TICs,No,Developer,,Progress,,,,,No,0,Bruto,Full-Time,30000,Bruto,2,2,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,8,No,0,Terciario,Incompleto,,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Docker / Containers, VMWare",Python,,,,,"Sí, pasiva",3000,Neto,Full-Time,27,Neto,1,1,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Terciario,Completado,analista programador,No,analista,,,,,,,,,,Full-Time,30063,Bruto,3,2,Menos de un sueldo,lo dan si o si,Uno,20,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Descuentos en gimnasios"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,Menos de un año,Sí,2,Terciario,Completado,Ingenieria,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,3,2,No,No recibo bono,No,0,1-10,Sí,Mayor comodidad,ninguno
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,2,No,0,Secundario,Completado,,No,HelpDesk,,,,,,,No,0,Bruto,Full-Time,17000,Neto,2,2,No,No recibo bono,Dos,28,201-500,No,No cambié de empresa,Ninguno
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,Menos de un año,No,0,Secundario,Completado,Tecnico Electronico,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,14500,Bruto,3,1,No,No recibo bono,No,0,2001-5000,Sí,Mayor comodidad,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,5,No,0,Terciario,En curso,Analista de sistemas,"Sí, de forma particular",Developer,,"HTML, Javascript, jQuery, PHP, Python",,,,,No,0,Bruto,Full-Time,19450,Neto,1,1,Menos de un sueldo,plus semestral,Uno,19,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Guardería, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,1,No,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Docker / Containers, VMWare",Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,26500,Neto,2,2,No,No recibo bono,Dos,23,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,4,Sí,15,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,60000,Neto,3,2,Un sueldo,Mix de las anteriores,Uno,20,101-200,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,2,2,Sí,15,Universitario,Incompleto,Lic. en Administracion,"Sí, de forma particular",PM,,,,,,,,,,Full-Time,35500,Bruto,2,2,Un sueldo,Mix de las anteriores,Dos,22,5001-10000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,10+,3,No,0,Universitario,Completado,Ingeniería en sistemas de informacion,No,Developer,,".NET, Javascript",,,,,No,0,Bruto,Full-Time,35500,Bruto,2,2,No,No recibo bono,Dos,20,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,9,3,No,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows",shell bash,,,,,No,0,Neto,Full-Time,22000,Neto,2,2,No,Performance individual,No,10,201-500,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,9,1,No,0,Universitario,Incompleto,,"Sí, de forma particular",Developer,,"Java, Android",,,,,No,0,Porcentaje de mi sueldo,Freelance,40000,Bruto,1,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,5,No,0,Universitario,En curso,,No,QA / Tester,,,"CSS, HTML",Funcional,.,,,,,Full-Time,33000,Neto,2,1,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,"Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,2,No,0,Terciario,Incompleto,Ingenieria en Sistemas de Informacion,No,Developer,,"CSS, HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,110000,Bruto,4,3,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Viajes al exterior, WFH (Trabajar desde casa)"
